SN,District,Administrative Division,Position,Ward,Name,Age,Gender,Party,Votes,Status
3696,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,8,चेत र्हादिु खरी,48,M,Communist Party of Nepal (UML),612,Elected
3697,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,8,गीता तामाङ,25,F,Communist Party of Nepal (UML),672,Elected
3698,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,8,क्रर्मला नमजाि,43,F,Communist Party of Nepal (UML),671,Elected
3699,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,9,बसतत बहादिु िानािाट,59,M,Communist Party of Nepal (UML),735,Elected
3700,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,9,उपेतर बहादिु हमेुगाई,45,M,Communist Party of Nepal (UML),720,Elected
3701,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,9,निमे साकी,52,M,Communist Party of Nepal (UML),703,Elected
3702,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,9,सरिता होमागाई,46,F,Communist Party of Nepal (UML),768,Elected
3703,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,9,अतज ुसतुदास,36,F,Communist Party of Nepal (UML),739,Elected
3704,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,10,पषु्प िाज िाउत,42,M,Communist Party of Nepal (UML),346,Elected
3705,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,10,ईतर कुमाि तामाङ,39,M,Communist Party of Nepal (UML),369,Elected
3706,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,10,देर् िाज शाह,48,M,Communist Party of Nepal (UML),365,Elected
3707,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,10,पम्फा बढुाथोकी,36,F,Communist Party of Nepal (UML),361,Elected
3708,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,10,क्रर्मला क्रर्श् र्कमा,31,F,Communist Party of Nepal (UML),375,Elected
3709,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,11,क्रर्ष्ण ुनधताल,27,M,Communist Party of Nepal (UML),941,Elected
3710,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,11,जय बहादिु तमाङ,52,M,Communist Party of Nepal (UML),906,Elected
3711,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,11,लोक बहादिु गोतामे,38,M,Communist Party of Nepal (UML),901,Elected
3712,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,11,जमनुा देर्ी तामाङ,43,F,Communist Party of Nepal (UML),923,Elected
3713,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,11,गीता सनुाि,28,F,Communist Party of Nepal (UML),928,Elected
3714,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,12,हक बहादिु लामा,57,M,Communist Party of Nepal (UML),651,Elected
3715,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,12,मोहन प्रसाद लानमछान े,47,M,Communist Party of Nepal (UML),615,Elected
3716,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,12,प्रक्रर्न सापकोटा,24,M,Nepali Congress,604,Elected
3717,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,12,संगीता शे्रष्ठ,29,F,Communist Party of Nepal (UML),657,Elected
3718,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,12,क्रर्िा िम् तेल,48,F,Communist Party of Nepal (UML),650,Elected
3719,Kavrepalanchok,Namobuddha Urban Municipality,Mayor,,टंक प्रसाद शमा,58,M,Communist Party of Nepal (UML),5346,Elected
3720,Kavrepalanchok,Namobuddha Urban Municipality,Vice-Mayor,,िाम देर्ी तामाङ,46,F,Communist Party of Nepal (UML),5147,Elected
3721,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,1,कम ग्याल्बो लामा,66,M,Nepali Congress,508,Elected
3722,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,1,समुन िाज पाण्डे,24,M,Nepali Congress,461,Elected
3723,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,1,कृष्ण र्हादिु तामाङ,39,M,Communist Party of Nepal (UML),454,Elected
3724,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,1,कल्पना सत्याल,38,F,Nepali Congress,455,Elected
3725,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,1,नसता क्रर्.क.,34,F,Communist Party of Nepal (UML),449,Elected
3726,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,2,सन्ञ्जर् ढकाल,40,M,Communist Party of Nepal (UML),560,Elected
3727,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,2,पदम लाल नतमन्ल्सना,44,M,Communist Party of Nepal (UML),599,Elected
3728,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,2,मदन कृष्ण शे्रष् ठ,35,M,Communist Party of Nepal (UML),588,Elected
3729,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,2,अमतृा अनधकािी (पिाजलुी),30,F,Communist Party of Nepal (UML),621,Elected
3730,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,2,नमना परियाि,30,F,Communist Party of Nepal (UML),618,Elected
3731,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,3,िाम शिण हमुागाई,54,M,Communist Party of Nepal (UML),383,Elected
3732,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,3,न्शर् प्रसाद ितेुल,44,M,Nepali Congress,492,Elected
3733,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,3,िाम कुमाि मैनाली,35,M,Nepali Congress,395,Elected
3734,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,3,मन ुलामा,35,F,Communist Party of Nepal (UML),404,Elected
3735,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,3,तािा परियाि,39,F,Communist Party of Nepal (UML),396,Elected
3736,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,4,उद्धर् प्रसाद काफ्ले,55,M,Communist Party of Nepal (UML),492,Elected
3737,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,4,कुल र्हादिु साकी,51,M,Communist Party of Nepal (UML),432,Elected
3738,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,4,कातछामान बल,46,M,Communist Party of Nepal (UML),431,Elected
3739,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,4,िर्ानी न्चमोरिया,55,F,Communist Party of Nepal (UML),468,Elected
3740,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,4,नसता दास (सतुदास),27,F,Communist Party of Nepal (UML),451,Elected
3741,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,5,बदु्ध नसं तामाङ,45,M,Communist Party of Nepal (UML),767,Elected
3742,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,5,र्ार् ुतामाङ,39,M,Communist Party of Nepal (UML),726,Elected
3743,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,5,बकु्रद्ध मान तमाङ,54,M,Communist Party of Nepal (UML),725,Elected
3744,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,5,जानकुा पौडेल,39,F,Communist Party of Nepal (UML),760,Elected
3745,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,5,कालीका क्रर्.क.,38,F,Communist Party of Nepal (UML),748,Elected
3746,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,6,कुल प्रसाद तयौपान े,53,M,Nepali Congress,290,Elected
3747,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,6,इतर मान लामा,67,M,Nepali Congress,276,Elected
3748,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,6,कूल चतर तयौपान े,33,M,Communist Party of Nepal (UML),270,Elected
3749,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,6,गणु माया लामा,47,F,Nepali Congress,286,Elected
3750,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,6,नसता कामी,59,F,Nepali Congress,285,Elected
3751,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,7,धम नसं लामा,43,M,Communist Party of Nepal (Maoist Centre),557,Elected
3752,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,7,यरु्िाज शे्रष्ठ,24,M,Communist Party of Nepal (Maoist Centre),491,Elected
3753,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,7,हक बहादिु तामाङ,43,M,Communist Party of Nepal (UML),476,Elected
3754,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,7,अप्सिा हमुागाई,28,F,Communist Party of Nepal (UML),523,Elected
3755,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,7,र्दु्ध माया परियाि,37,F,Communist Party of Nepal (UML),589,Elected
3756,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,8,शेि बहादिु तामाङ,55,M,Communist Party of Nepal (UML),621,Elected
3757,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,8,मनोज प्रसाद अनधकािी,45,M,Communist Party of Nepal (UML),593,Elected
3758,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,8,इतर बहादिु लामा,48,M,Communist Party of Nepal (UML),547,Elected
3759,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,8,सनु माया तामाङ,38,F,Communist Party of Nepal (UML),588,Elected
3760,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,8,शशुीला तोलाि े,34,F,Communist Party of Nepal (UML),581,Elected
3761,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,9,मेल बहादिु लामा,48,M,Communist Party of Nepal (Maoist Centre),433,Elected
3762,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,9,गोपाल कृष्ण शे्रष् ठ,53,M,Communist Party of Nepal (Maoist Centre),485,Elected
3763,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,9,िाम कृष्ण गौतम,52,M,Communist Party of Nepal (Maoist Centre),445,Elected
3764,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,9,इश्विी शे्रष् ठ,48,F,Communist Party of Nepal (Maoist Centre),483,Elected
3765,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,9,नमठु माया परियाि,51,F,Communist Party of Nepal (Maoist Centre),463,Elected
3766,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,10,िाम कृष्ण उपाध्याय,47,M,Communist Party of Nepal (Maoist Centre),553,Elected
3767,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,10,सान ुबाब ुपाठक,50,M,Communist Party of Nepal (Maoist Centre),480,Elected
3768,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,10,सकुु मान तामाङ,38,M,Communist Party of Nepal (Maoist Centre),444,Elected
3769,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,10,उनमला अनधकािी,34,F,Communist Party of Nepal (Maoist Centre),455,Elected
3770,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,10,क्रर्ष्ण ुमाया क्रर्.क.,27,F,Communist Party of Nepal (Maoist Centre),464,Elected
3771,Kavrepalanchok,Namobuddha Urban Municipality,Ward President,11,कृष्ण बहादिु तामाङ,39,M,Communist Party of Nepal (UML),526,Elected
3772,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,11,िर्मान तामाङ,31,M,Communist Party of Nepal (UML),527,Elected
3773,Kavrepalanchok,Namobuddha Urban Municipality,Ward Member,11,िाम र्हादिु तामाङ,54,M,Communist Party of Nepal (UML),495,Elected
3774,Kavrepalanchok,Namobuddha Urban Municipality,Female Ward Member,11,स्र्तेा लामा,25,F,Communist Party of Nepal (UML),529,Elected
3775,Kavrepalanchok,Namobuddha Urban Municipality,Dalit Female Ward Member,11,ज्ञानन नब.क.,42,F,Communist Party of Nepal (UML),530,Elected
3776,Kavrepalanchok,Panauti Urban Municipality,Mayor,,निम तयौपान े,59,M,Communist Party of Nepal (UML),12257,Elected
3777,Kavrepalanchok,Panauti Urban Municipality,Vice-Mayor,,नगता बतजािा,45,F,Communist Party of Nepal (UML),12099,Elected
3778,Kavrepalanchok,Panauti Urban Municipality,Ward President,1,गणुनाथ सापकोटा,50,M,Communist Party of Nepal (UML),1429,Elected
3779,Kavrepalanchok,Panauti Urban Municipality,Ward Member,1,सयु बहादिु तामाङ,55,M,Communist Party of Nepal (UML),1500,Elected
3780,Kavrepalanchok,Panauti Urban Municipality,Ward Member,1,नि बहादिु तामाङ,56,M,Communist Party of Nepal (UML),1493,Elected
3781,Kavrepalanchok,Panauti Urban Municipality,Female Ward Member,1,नसता शे्रष्ठ,25,F,Communist Party of Nepal (UML),1462,Elected
3782,Kavrepalanchok,Panauti Urban Municipality,Ward President,2,परुुषोिम अनधकािी,56,M,Communist Party of Nepal (UML),987,Elected
3783,Kavrepalanchok,Panauti Urban Municipality,Ward Member,2,नतलक बहादिु तामाङ,44,M,Communist Party of Nepal (UML),967,Elected
3784,Kavrepalanchok,Panauti Urban Municipality,Ward Member,2,िमेश बजागई,34,M,Communist Party of Nepal (UML),943,Elected
3785,Kavrepalanchok,Panauti Urban Municipality,Female Ward Member,2,ननला अनधकािी,31,F,Communist Party of Nepal (UML),997,Elected
3786,Kavrepalanchok,Panauti Urban Municipality,Dalit Female Ward Member,2,सनुनता क्रर्.क.,29,F,Communist Party of Nepal (UML),1008,Elected
3787,Kavrepalanchok,Panauti Urban Municipality,Ward President,3,क्रकशोि थापा,55,M,Communist Party of Nepal (UML),1425,Elected
3788,Kavrepalanchok,Panauti Urban Municipality,Ward Member,3,क्रर्ष्ण ुप्रसाद सापकोटा,55,M,Communist Party of Nepal (UML),1459,Elected
3789,Kavrepalanchok,Panauti Urban Municipality,Ward Member,3,यम तामाङ,36,M,Communist Party of Nepal (UML),1435,Elected
3790,Kavrepalanchok,Panauti Urban Municipality,Female Ward Member,3,ईश् र्िी न्घमीिे,34,F,Communist Party of Nepal (UML),1488,Elected
3791,Kavrepalanchok,Panauti Urban Municipality,Dalit Female Ward Member,3,सिस्र्ती सनुदास नपाली,57,F,Communist Party of Nepal (UML),1495,Elected
